author,author_type,bake_time,calories,carb,carb_u,difficulty,dish_description,dish_name,fat,fat_u,image_count,ingredient_list,ingredient_quantity,ingredient_unit,prep_time,protein,protein_u,rating,rest_time,reviews_for_rating,servings,total_steps,user_likes,utensils,total_time
Julie Myers,Editor-in-Chief at Kitchen Stories,0,962.0,74.0,g,Easy,,Slow-cooker beef Bourguignon,27.0,g,20,"['beef rump or chuck', 'bacon', 'large carrot', 'medium onion', 'garlic', 'shallots or pearl onions', 'large potatoes', 'beef stock', 'tomato paste', 'thyme', 'bay leaves', 'full-bodied red wine', ' like Burgundy or Bordeaux', 'cremini mushrooms', 'butter', 'tagliatelle', 'flour', ' plus more for thickening', 'salt', 'pepper']","['1.5', '6', '1', '1', '3', '200', '2', '240', '1', '3', '2', '475', '300', '30', '500', '3', '1.5', '0.5']","['kg', 'strips', 'cloves', 'g', 'ml', 'tbsp', 'sprigs', 'ml', 'g', 'g', 'g', 'tbsp', 'tsp', 'tsp', '', '', '', '']",45,88.0,g,4.5,360,54.0,6,5.0,14223,"['cutting board', 'knife', 'large mixing bowl', 'plate', 'large skillet', 'paper towels', 'slow cooker', 'wooden spoon', 'sieve', 'large pot']",405
Verena,Founder at Kitchen Stories,0,350.0,123.0,g,Easy,,Hearty vegetarian stew,15.0,g,18,"['potatoes (waxy)', 'celery root', 'onions', 'rosemary', 'thyme', 'Hokkaido pumpkin', 'butter', 'tomato paste', 'pickling onions', 'red wine', 'vegetable stock', 'parsley', 'cornstarch', 'water', 'sour cream for serving']","['600.0', '0.5', '2.0', '1.0', '2.0', '500.0', '50.0', '1.0', '200.0', '150.0', '500.0', '20.0', '1.0', '2.0', '0.0']","['g', 'sprig', 'sprigs', 'g', 'g', 'tbsp', 'g', 'ml', 'ml', 'g', 'tbsp', 'tbsp', '', '', '']",40,19.0,g,4.5,0,68.0,4,7.0,21991,"['cutting board', 'knife', 'large saucepan', 'cooking spoon', 'small bowl']",40
Johanna Reder,Test Kitchen Manager and Chef at Kitchen Stories,0,374.0,26.0,g,Easy,"This salad is a great, tangy side to grilled dishes. Feel free to upgrade it with some Parmesan cheese!",French potato and green bean salad,27.0,g,23,"['new potatoes', 'green beans', 'shallots', 'garlic', 'parsley', 'chives', 'chervil', 'white wine vinegar', 'vegetable broth', 'mustard', 'salt', 'olive oil', 'pepper', 'water', 'ice cubes']","['500.0', '400.0', '2.0', '1.0', '5.0', '5.0', '5.0', '20.0', '1.0', '1.0', '100.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'clove', 'g', 'g', 'g', 'ml', 'tbsp', 'tsp', 'ml', '', '', '', '', '']",45,6.0,g,4.5,0,22.0,4,3.0,5000,"['knife', 'cutting board', '2 bowls', '2 pots', 'bowl (large)']",45
Devan Grimsrud,Managing Editor at Kitchen Stories,0,110.0,11.0,g,Easy,"Swiss chard is one of my favorite leafy greens. I particularly love it in soups and stews, but found myself using it that way just too often. In an effort to try something new, I decided to turn the leaves into crisp, herb-packed fritters loaded with chunks of the stem for texture and a more chard-y flavor. Serve them on their own with the basil yogurt and a couple quarters of lemon, or serve them alongside simple roasted or grilled chicken. If you don’t dry the chard leaves thoroughly after blanching, the fritter batter might be too wet resulting in a softer, more pancake-like fritter.",Herby Swiss chard fritters with basil yogurt,6.0,g,11,"['Swiss chard', 'basil', 'full-fat Greek yogurt', 'garlic', 'lemon', 'parsley', 'cilantro', 'flour', 'egg', 'ground nutmeg', 'panko breadcrumbs', 'salt', 'pepper', 'vegetable oil (for frying)']","['450.0', '40.0', '150.0', '3.0', '0.5', '15.0', '15.0', '3.0', '1.0', '1.5', '3.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'cloves', 'g', 'g', 'tbsp', 'tsp', 'tbsp', '', '', '', '', '']",40,9.0,g,4.5,0,14.0,5,5.0,4915,"['citrus press', 'cutting board', 'knife', '2 food processors', 'pot (large)', 'slotted spoon', 'paper towels', 'bowl', 'frying pan', 'spatula']",40
Anne Mühlmeier,Contributor,40,366.0,41.0,g,Easy,,Loaded baked potatoes,16.0,g,34,"['russet potatoes', 'olives', 'sundried tomatoes (jarred in oil)', 'green onion', 'butter', 'cheddar cheese (grated)', 'arugula', 'crème fraîche', 'salt', 'pepper']","['2.0', '30.0', '30.0', '1.0', '1.0', '50.0', '30.0', '1.0', '0.0', '0.0']","['g', 'g', 'tbsp', 'g', 'g', 'tbsp', '', '', '', '']",10,13.0,g,4.5,0,41.0,2,3.0,11542,"['baking sheet', 'oven', 'cutting board', 'knife']",50
Johanna Reder,Test Kitchen Manager and Chef at Kitchen Stories,0,601.0,65.0,g,Easy,"This is my favorite dish of all time! I always order it at my favorite Italian place, but it tastes even better when it’s homemade because you can really taste all the work you’ve put into it.",Potato and mint ravioli with sage butter,29.0,g,11,"['floury potatoes', 'mint', 'sage leaves', 'unsalted butter', 'semolina', 'flour', 'eggs', 'Parmesan cheese', 'salt', 'pepper', 'mint (for serving)']","['300.0', '20.0', '10.0', '100.0', '150.0', '150.0', '3.0', '40.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'g', 'g', 'g', '', '', '', '', '']",70,18.0,g,4.5,0,14.0,4,5.0,6280,"['plastic wrap', '2 pots (large)', 'pot (small)', 'cutting board', 'knife', 'bowl', 'pasta machine', 'cookie cutter (round)', 'frying pan', 'ladle']",70
Team,Editors at Kitchen Stories,0,999.0,113.0,g,Medium,,Cheese spätzle with fried onions,37.0,g,24,"['all-purpose flour', 'Emmentaler', 'eggs', 'salt', 'pepper', 'nutmeg', 'water', 'onions', 'parsley', 'vegetable oil for frying']","['600.0', '350.0', '6.0', '1.0', '0.5', '0.25', '250.0', '4.0', '10.0', '0.0']","['g', 'g', 'tbsp', 'tsp', 'tsp', 'ml', 'g', '', '', '']",40,52.0,g,4.5,0,51.0,4,5.0,19386,"['measuring cup', 'large bowl', 'cooking spoon', 'box grater', 'cutting board', 'knife', 'large saucepan', 'pastry spatula', 'colander', 'large frying pan']",40
Enikö Gruber,Contributor,0,702.0,61.0,g,Easy,"My grandmother taught me how to make these German potato dumplings. For the the perfect texture, the dough should be neither too sticky nor too firm, so I'll add the flour little by little. Combined with creamy savoy cabbage, this dish is one of my favorite Sunday dinners!",Schupfnudeln with creamed cabbage (German potato dumplings),44.0,g,17,"['floury potatoes', 'savoy cabbage', 'egg yolks', 'unsalted butter', 'ground nutmeg', 'semolina', 'flour', 'garlic', 'heavy cream', 'mustard', 'unsalted butter (cool)', 'ground caraway', 'lemon', 'salt', 'pepper', 'unsalted butter (for frying)']","['300.0', '1.0', '2.0', '7.0', '0.25', '100.0', '130.0', '1.0', '250.0', '1.0', '35.0', '0.5', '0.5', '0.0', '0.0', '0.0']","['g', 'tbsp', 'tsp', 'g', 'g', 'clove', 'ml', 'tsp', 'g', 'tsp', '', '', '', '', '', '']",90,14.0,g,4.5,0,28.0,4,7.0,6705,"['2 pots', 'potato ricer', 'bowl (large)', '2 knives', 'pot (large)', 'slotted spoon', 'sieve', 'cutting board', 'bowl', '2 frying pans']",90
Enikö Gruber,Contributor,40,321.0,33.0,g,Easy,I love to give classic recipes a modern twist. This pumpkin and spinach lasagna variation with ricotta and goat cheese cream is a fun diversion from the well-known recipe and will please even meat-lovers.,Pumpkin and spinach lasagna,12.0,g,44,"['Hokkaido pumpkin', 'spinach', 'cayenne pepper', 'ground caraway', 'ground cinnamon', 'onion', 'garlic (divided)', 'goat cheese', 'ricotta', 'lemon (juice)', 'lasagna noodles', 'fresh mozzarella', 'sage', 'salt', 'pepper', 'oil for frying']","['800.0', '500.0', '0.5', '0.5', '0.5', '1.0', '3.0', '100.0', '250.0', '1.0', '10.0', '200.0', '10.0', '0.0', '0.0', '0.0']","['g', 'g', 'tsp', 'tsp', 'tsp', 'cloves', 'g', 'g', 'g', 'g', '', '', '', '', '', '']",20,17.0,g,4.5,35,66.0,6,4.0,11349,"['Prep&Cook universal blade', 'Prep&Cook steam basket', 'Prep&Cook multicooker', 'cutting board', 'knife', 'large frying pan', 'oven', 'citrus press', 'casserole dish', 'grater']",95
Ruby Goss,Senior Food Editor at Kitchen Stories,0,1034.0,106.0,g,Easy,,Pork and red wine ragu with pappardelle,42.0,g,36,"['pork neck', 'red wine', 'pappardelle pasta', 'carrots', 'celery', 'onions', 'garlic', 'rosemary', 'oregano', 'lemon peel', 'olive oil', 'tomato paste', 'canned crushed tomatoes', 'chicken stock', 'bay leaf', 'nutmeg', 'milk', 'salt', 'pepper', 'Parmesan cheese for serving', 'red wine for serving']","['750.0', '200.0', '500.0', '2.0', '2.0', '2.0', '2.0', '1.0', '1.0', '2.0', '100.0', '1.0', '200.0', '150.0', '1.0', '0.5', '60.0', '0.0', '0.0', '0.0', '0.0']","['g', 'ml', 'g', 'stalks', 'cloves', 'sprig', 'sprig', 'ml', 'tsp', 'g', 'ml', 'tsp', 'ml', '', '', '', '', '', '', '', '']",120,54.0,g,5.0,0,44.0,4,4.0,7964,"['kitchen twine', 'tongs', 'large ovenproof pot', 'cutting board', 'knife', 'rubber spatula', 'fine grater', 'colander', 'grater', 'large pot']",120
Alex Hiller,Contributor,20,1214.0,21.0,g,Medium,,Cauliflower crust pizza with smoked salmon,87.0,g,36,"['cauliflower', 'shredded cheese', 'egg yolks', 'chia seeds', 'oregano', 'almond flour', 'ricotta', 'smoked salmon', 'shrimp', 'pine nuts', 'horseradish', 'dill for garnish', 'salt', 'pepper']","['300.0', '250.0', '2.0', '2.0', '1.0', '100.0', '160.0', '300.0', '150.0', '5.0', '2.0', '0.0', '0.0', '0.0']","['g', 'g', 'tsp', 'tsp', 'g', 'g', 'g', 'g', 'tbsp', 'tbsp', '', '', '', '']",40,86.0,g,4.0,0,50.0,2,4.0,19217,"['large saucepan', 'oven', 'cutting board', 'knife', 'hand masher', 'large bowl', 'baking sheet', 'parchment paper', 'rolling pin', 'fine grater']",60
Christian Ruß,Test Kitchen Manager and Chef at Kitchen Stories,0,687.0,45.0,g,Medium,"A steaming bowl of pho will always make me happy! Even though the beef broth needs to simmer for several hours, you shouldn't shorten or even skip this step, because the broth is the crucial basic for a flavorful pho.",Pho (Vietnamese beef noodle soup),32.0,g,18,"['oxtail', 'beef bones', 'boiling beef', 'beef tenderloin', 'rice noodles', 'water', 'shallots', 'ginger', 'cardamom pod', 'fennel seed', 'cinnamon stick', 'star anise', 'fish sauce', 'salt', 'sugar', 'scallions', 'chilis', 'soy sprouts', 'mint', 'cilantro', 'chili (for serving)', 'fish sauce (for serving)', 'lime (for serving)']","['500.0', '500.0', '500.0', '200.0', '250.0', '5.0', '5.0', '40.0', '1.0', '1.0', '1.0', '1.0', '3.0', '1.0', '1.0', '5.0', '2.0', '20.0', '4.0', '4.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'g', 'g', 'l', 'g', 'tsp', 'tbsp', 'tsp', 'tsp', 'g', 'sprigs', 'sprigs', '', '', '', '', '', '', '', '', '']",180,56.0,g,4.5,0,15.0,6,5.0,7630,"['2 cutting boards', '2 knives', 'pot (large)', 'slotted spoon', '2 frying pans', 'bowl', 'pot', 'sieve']",180
Enikö Gruber,Contributor,30,975.0,109.0,g,Medium,,Honeyed carrot risotto,43.0,g,84,"['honey', 'carrots', 'risotto rice', 'olive oil', 'onions', 'garlic', 'butter (divided)', 'white wine', 'thyme', 'vegetable stock', 'bacon', 'Parmesan cheese', 'salt', 'pepper']","['4.0', '400.0', '300.0', '4.0', '2.0', '2.0', '80.0', '250.0', '5.0', '1.0', '10.0', '70.0', '0.0', '0.0']","['tbsp', 'g', 'g', 'tsp', 'cloves', 'g', 'ml', 'sprigs', 'l', 'strips', 'g', '', '', '']",40,24.0,g,4.5,0,94.0,3,5.0,10948,"['baking dish', 'oven', 'vegetable peeler', 'cutting board', 'knife', 'large saucepan', 'cooking spoon', 'small saucepan', 'frying pan', 'grater']",70
Yingpin,Community Member,0,402.0,22.0,g,Easy,,Mapo tofu,17.0,g,52,"['silken tofu', 'ground pork', 'bean paste', 'fermented soy beans', 'green onion', 'ginger', 'garlic', 'rice wine', 'dark soy sauce', 'sugar', 'Sichuan pepper powder', 'cornstarch', 'water (divided)', 'salt', 'vegetable oil for frying', 'green onion for serving']","['350.0', '50.0', '4.0', '4.0', '1.0', '10.0', '2.0', '60.0', '1.0', '1.0', '0.5', '2.0', '100.0', '0.0', '0.0', '0.0']","['g', 'g', 'tsp', 'tsp', 'g', 'cloves', 'ml', 'tsp', 'tsp', 'tsp', 'tsp', 'ml', '', '', '', '']",20,35.0,g,4.5,0,38.0,2,4.0,13286,"['large bowl', 'cutting board', 'knife', 'large frying pan or wok']",20
Team,Editors at Kitchen Stories,15,310.0,17.0,g,Medium,,Pork chops with corn salad,16.0,g,22,"['pork chops', 'garlic', 'butter', 'cilantro', 'parsley', 'chives', 'lettuce', 'corn (pre-cooked)', 'yogurt', 'lemon (juice)', 'vegetable oil for frying', 'salt', 'pepper']","['400.0', '1.0', '2.0', '20.0', '10.0', '10.0', '2.0', '2.0', '10.0', '1.0', '0.0', '0.0', '0.0']","['g', 'clove', 'tbsp', 'g', 'g', 'g', 'cobs', 'tbsp', '', '', '', '', '']",25,28.0,g,4.5,0,50.0,4,5.0,25040,"['frying pan', 'tongs', 'baking dish', 'oven', 'cutting board', 'knife', 'lemon juicer', 'small bowl', 'serving pan']",40
Alex Hiller,Contributor,20,1148.0,113.0,g,Easy,,Shortcut tarte flambée,62.0,g,64,"['flour', 'water', 'vegetable oil', 'crème fraîche', 'bacon', 'onions', 'chives', 'salt', 'nutmeg', 'pepper']","['300.0', '200.0', '2.0', '200.0', '150.0', '2.0', '20.0', '0.25', '0.0', '0.0']","['g', 'ml', 'tbsp', 'g', 'g', 'g', 'tsp', '', '', '']",15,34.0,g,4.5,15,77.0,2,4.0,12622,"['kitchen towel', 'large bowl', 'stand mixer or hand mixer with dough attachments', 'cutting board', 'knife', 'small bowl', 'baking sheet', 'oven', 'parchment paper', 'rolling pin']",50
Alex Wahi,Contributor,0,310.0,9.0,g,Easy,A veggie dish a day keeps the doctor away!,Palak paneer,24.0,g,24,"['paneer cheese', 'spinach', 'red onion', 'garlic', 'chili', 'ginger', 'cherry tomatoes', 'clarified butter', 'cumin (whole)', 'garam masala', 'curry powder', 'sweet paprika', 'tomato juice', 'sour cream', 'turmeric', 'salt']","['200.0', '200.0', '1.0', '1.0', '1.0', '20.0', '100.0', '2.0', '0.5', '0.5', '2.0', '1.0', '50.0', '2.0', '0.0', '0.0']","['g', 'g', 'clove', 'g', 'g', 'tbsp', 'tsp', 'tsp', 'tbsp', 'tbsp', 'ml', 'tbsp', '', '', '', '']",20,15.0,g,4.5,0,55.0,4,3.0,13046,"['pot', 'cutting board', 'knife', 'spatula']",20
Sandra Schumann,Contributor,0,207.0,14.0,g,Easy,"This chilled soup is kind of like the Russian version of gazpacho. Very refreshing, it’s the perfect recipe for a hot summer day. Leave out the ham for a vegetarian version or swap it out with some smoked salmon.",Okroshka (Russian cold soup),9.0,g,10,"['waxy potatoes', 'eggs', 'cucumber', 'scallions', 'ham', 'dill', 'radishes', 'kefir', 'sparkling water', 'salt', 'pepper', 'horseradish (for serving)']","['200.0', '2.0', '0.5', '3.0', '100.0', '15.0', '3.0', '500.0', '250.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'ml', 'ml', '', '', '', '', '', '', '']",45,15.0,g,4.5,60,20.0,4,3.0,2644,"['2 pots', 'colander', 'cutting board', 'knife', 'bowl (large)', 'cooking spoon', 'fine grater']",105
Kristin Bothor,Managing Editor at Kitchen Stories,35,497.0,18.0,g,Easy,,Mustard-baked salmon with vegetables,32.0,g,15,"['salmon fillet', 'mustard with blossom honey', 'Brussels sprouts', 'Hokkaido pumpkin', 'orange juice', 'lemon (divided)', 'olive oil (divided)', 'salt', 'pepper']","['600.0', '135.0', '400.0', '400.0', '4.0', '1.0', '7.0', '0.0', '0.0']","['g', 'ml', 'g', 'g', 'tbsp', 'tbsp', '', '', '']",20,32.0,g,4.0,0,19.0,4,3.0,4366,"['baking dish', 'oven', 'bowl', 'citrus press', 'cutting board', 'knife', 'whisk', 'paper towel', 'baking brush']",55
Vanessa Pass,Contributor,25,712.0,24.0,g,Easy,"Salsiccia is a well-known Italian sausage, which is flavored with different herbs and spices—such as fennel or coriander—depending on the region it's from. Using it, you can prepare a delicious and well-flavored dish in a short time and with few ingredients.",Italian sausage and pepper stuffed zucchini,47.0,g,15,"['Italian sausages', 'red bell pepper', 'zucchinis', 'garlic', 'shallot', 'tomato paste', 'thyme', 'grated Parmesan cheese', 'panko breadcrumbs', 'salt', 'pepper']","['300.0', '1.0', '2.0', '1.0', '1.0', '1.0', '0.5', '40.0', '15.0', '0.0', '0.0']","['g', 'tbsp', 'tsp', 'g', 'g', '', '', '', '', '', '']",20,41.0,g,5.0,0,15.0,2,4.0,3016,"['oven', 'knife', 'cutting board', 'frying pan', 'spatula', 'bowl', 'baking dish']",45
Alex Hiller,Contributor,0,456.0,20.0,g,Easy,,Red cabbage with grilled avocado,40.0,g,3,"['red cabbage', 'walnuts', 'green grapes', 'orange juice', 'olive oil', 'walnut oil', 'raspberry vinegar', 'agave syrup', 'balsamic cream', 'vegetable oil', 'avocado', 'lemon (juice)', 'salt', 'pepper']","['1.0', '100.0', '150.0', '25.0', '50.0', '25.0', '25.0', '1.0', '25.0', '1.0', '1.0', '1.0', '0.0', '0.0']","['g', 'g', 'ml', 'ml', 'ml', 'ml', 'tsp', 'ml', 'tbsp', '', '', '', '', '']",35,8.0,g,4.0,0,21.0,4,6.0,14897,"['cutting board', 'knife', 'large saucepan', 'strainer', 'canning jar', 'large bowl', 'brush', 'grill pan', 'citrus press']",35
Enikö Gruber,Contributor,0,507.0,17.0,g,Easy,,Spicy peanut zucchini noodles with shrimp,32.0,g,21,"['peanut butter', 'zucchini', 'shrimp', 'lime (zest and juice)', 'red chili pepper', 'garlic', 'ginger', 'sweet chili sauce', 'coconut milk', 'toasted sesame oil', 'soy sauce', 'water', 'salt', 'pepper', 'roasted peanuts', 'cilantro', 'toasted sesame oil for frying']","['5.0', '400.0', '200.0', '1.0', '1.0', '1.0', '5.0', '2.0', '4.0', '2.0', '2.0', '50.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['tbsp', 'g', 'g', 'clove', 'g', 'tbsp', 'tbsp', 'tsp', 'tbsp', 'ml', '', '', '', '', '', '', '']",30,36.0,g,4.5,0,27.0,2,3.0,5216,"['frying pan', 'tongs', 'fine grater', 'citrus press', 'cutting board', 'knife', 'spiralizer', 'food processor']",30
Alex Hiller,Contributor,0,1098.0,95.0,g,Easy,,Tagliatelle with pesto and Bresaola,60.0,g,2,"['tagliatelle', 'bresaola', 'pine nuts', 'basil', 'vegetable oil', 'Parmesan (grated)', 'sugar', 'salt', 'pepper']","['250.0', '100.0', '40.0', '60.0', '80.0', '40.0', '1.0', '0.0', '0.0']","['g', 'g', 'g', 'g', 'ml', 'g', 'tsp', '', '']",30,43.0,g,4.5,0,20.0,2,6.0,16568,"['cutting board', 'knife', 'colander', 'large pot', 'small frying pan', 'food processor or hand blender', 'cooking spoon', 'small bowl']",30
ZWILLING,Partner,0,589.0,27.0,g,Easy,,Stuffed cabbage rolls with creamy tomato sauce,41.0,g,15,"['white cabbage', 'ground beef', 'ground pork', 'rice', 'tomatoes', 'sour cream', 'water (divided)', 'onions', 'garlic', 'carrot', 'parsley', 'vegetable oil', 'tomato paste', 'salt', 'pepper', 'water', 'ice cubes', 'vegetable oil for frying', 'parsley for serving']","['8.0', '250.0', '250.0', '100.0', '2.0', '4.0', '375.0', '2.0', '2.0', '1.0', '10.0', '4.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['leaves', 'g', 'g', 'g', 'tbsp', 'ml', 'cloves', 'g', 'tbsp', 'tbsp', '', '', '', '', '', '', '', '', '']",80,29.0,g,4.5,0,22.0,4,5.0,5549,"['slotted spoon', 'large pot', 'frying pan', 'immersion blender', 'large bowl', 'rubber spatula', '2 small pots', 'cutting board', 'knife', 'whisk', 'roasting pan', 'spatula', 'small bowl']",80
Julie Myers,Editor-in-Chief at Kitchen Stories,0,865.0,69.0,g,Easy,,Asparagus risotto with peas and prosciutto,40.0,g,45,"['Arborio rice', 'green asparagus', 'frozen peas', 'prosciutto', 'yellow onion', 'garlic', 'parsley', 'chicken stock', 'dry white wine', 'Parmesan cheese (freshly grated)', 'lemon (zest)', 'butter', 'ice for ice bath', 'salt', 'pepper', 'Parmesan cheese for serving']","['200.0', '500.0', '200.0', '110.0', '1.0', '2.0', '20.0', '1.0', '150.0', '50.0', '1.0', '40.0', '0.0', '0.0', '0.0', '0.0']","['g', 'g', 'g', 'g', 'cloves', 'g', 'l', 'ml', 'g', 'g', '', '', '', '', '', '']",45,46.0,g,4.5,0,50.0,3,4.0,7180,"['cutting board', 'knife', 'medium saucepan', 'large bowl', 'paper towel', 'Dutch oven', 'ladle', 'fine grater']",45
Alex Hiller,Contributor,10,1084.0,248.0,g,Medium,,Baked zucchini with millet filling,61.0,g,9,"['millet', 'coriander (ground)', 'cumin (ground)', 'vegetable stock', 'pine nuts', 'zucchini', 'tofu', 'parsley', 'raisins', 'soy cream', 'bell pepper cream', 'cayenne pepper', 'salt', 'pepper']","['50.0', '1.0', '1.0', '180.0', '80.0', '3.0', '250.0', '15.0', '50.0', '20.0', '150.0', '0.5', '0.0', '0.0']","['g', 'tsp', 'tsp', 'ml', 'g', 'g', 'g', 'g', 'ml', 'g', 'tsp', '', '', '']",30,50.0,g,4.5,0,17.0,2,7.0,15608,"['saucepan', 'frying pan', 'spoon', 'cutting board', 'knife', 'oven', 'large bowl', 'cooking spoon', 'baking sheet', 'parchment paper', 'small bowl']",40
Yingpin,Community Member,0,465.0,35.0,g,Easy,,Shredded pork in hot garlic sauce,18.0,g,4,"['lean pork', 'green onions', 'ginger', 'garlic', 'garlic sprouts', 'wood ear mushrooms', 'red bell pepper', 'egg', 'starch', 'bean paste', 'pickled peppers with Yuxiang flavor', 'water', 'oil', 'soy sauce', 'sugar', 'oil for frying', 'salt', 'pepper']","['200.0', '3.0', '10.0', '1.0', '50.0', '20.0', '1.0', '1.0', '15.0', '1.0', '5.0', '1.0', '1.0', '1.0', '0.5', '0.0', '0.0', '0.0']","['g', 'g', 'head', 'g', 'g', 'g', 'tbsp', 'tbsp', 'tbsp', 'tbsp', 'tsp', '', '', '', '', '', '', '']",45,39.0,g,4.0,0,36.0,2,4.0,9719,"['cutting board', 'knife', 'large bowl', 'wok', 'cooking spoon']",45
Devan Grimsrud,Managing Editor at Kitchen Stories,0,847.0,72.0,g,Easy,,5-ingredient Philly-style cheesesteak,35.0,g,17,"['flank steak', 'cheddar cheese', 'baguette', 'onions', 'bell peppers', 'salt', 'pepper', 'oil for frying']","['225.0', '6.0', '1.0', '2.0', '2.0', '0.0', '0.0', '0.0']","['g', 'slices', '', '', '', '', '', '']",40,58.0,g,4.5,20,15.0,2,4.0,4910,"['2 cutting boards', 'knife', 'cast iron pan', '2 wooden spatulas', 'spatula or tongs', 'grill pan', 'cutting board']",60
